,Subject,File,LA-RA_PTT_avg,LA-RA_PTT_std,LL-LA_PTT_avg,LL-LA_PTT_std,LL-RA_PTT_avg,LL-RA_PTT_std,Vx-RL_PTT_avg,Vx-RL_PTT_std
0,1_1_035_V1,start1.csv,404.43999999999994,11.385156498704793,392.4915294117647,11.444844063222876,395.6222794117647,11.221756190341083,422.17501538461534,9.88355315662152
1,1_1_035_V1,low1.csv,402.8316363636364,7.427090633408175,390.40254545454553,7.624034470775311,393.82056818181815,6.663738421138036,423.4281363636364,8.229596376910557
2,1_1_035_V1,low2.csv,404.4626595744681,8.507091162925388,392.66078723404263,8.470072510770457,395.9436808510639,8.322543619735448,424.53414893617025,9.021922762888194
3,1_1_035_V1,low3.csv,410.1558043478261,8.847841949163222,398.26721739130437,8.865035235990305,401.3667391304348,8.722768705432287,429.7738666666666,9.371023801769649
4,1_1_035_V1,low4.csv,402.57044186046517,22.06985036492864,389.48895348837215,24.355423616367677,392.3050930232559,24.27638799022235,423.1130731707317,10.910945422786982
5,1_1_035_V1,low5.csv,406.60467272727277,7.642793563647323,394.9569272727273,7.538618930316672,398.0465090909091,7.517496052839861,426.97438888888877,7.006084031745303
6,1_1_035_V1,low6.csv,405.90078571428575,15.703702114372234,395.1818070175438,16.770879647643415,397.3558749999999,15.515278146604969,422.65584,12.222251181120434
7,1_1_035_V1,mid1.csv,424.98740625000005,10.818067597945156,414.8905757575758,12.059291305450555,417.9091212121212,12.044507785853666,439.4526190476192,7.742344233875664
8,1_1_035_V1,mid2.csv,408.83264516129026,12.306647873165522,397.71248387096773,12.507199227157312,400.7051612903226,12.283629146398203,426.5889655172414,10.611481891321564
9,1_1_035_V1,mid3.csv,412.7448604651162,13.860122043124207,402.1657272727273,15.540661300372403,405.09543181818185,15.318657894864572,427.6763823529413,11.214688981065933
10,1_1_035_V1,mid4.csv,417.3606222222221,19.03362751820389,406.07967391304356,20.745321785944004,410.11334782608697,19.289931236176248,424.3159375,28.60922432968244
11,1_1_035_V1,mid5.csv,407.624,11.99656045768181,396.592462962963,12.170684655736052,399.77527777777783,12.288566886604118,426.010568627451,9.90361765998134
12,1_1_035_V1,mid6.csv,417.6958139534884,15.044051630254357,409.4909148936171,18.362941540921767,409.8450909090909,16.02459071498067,432.94222222222226,11.71872994187584
13,1_1_035_V1,high1.csv,411.2643783783784,14.78795724312176,401.6922820512821,17.386976194176416,404.99753846153845,17.325842395394783,428.20736363636365,11.509996895500679
14,1_1_035_V1,high2.csv,408.89204411764706,24.777326924875716,398.40875362318843,25.316501792255373,401.43744927536227,25.158885542779387,427.73392187499996,24.7824087959236
15,1_1_035_V1,high3.csv,420.5317291666667,13.011618914678373,413.88449090909097,17.089047903552654,416.196037037037,16.449795585764683,434.6534857142858,9.65157945437334
16,1_1_035_V1,high4.csv,410.32935555555554,12.122846407883578,398.6540888888889,12.027362841680299,401.69228888888887,12.103095673095329,425.9811282051283,7.983295730909209
17,1_1_035_V1,high5.csv,419.11914285714283,15.917688913178782,407.64471428571426,16.01135334102725,410.5743928571428,16.041128860880626,433.86588372093024,13.217112269853844
18,1_1_035_V1,high6.csv,410.85340476190476,16.78967544151482,401.89936363636366,18.74704426895915,404.82911363636373,18.693673764886235,430.8692105263158,7.424436013164461
19,1_1_035_V1,end1.csv,413.1014426229508,13.912667643842402,403.36636507936515,15.809339141937977,405.80848387096773,14.868044048575621,429.68706122448975,10.387510806317062
