,Subject,File,LA-RA_PTT_avg,LA-RA_PTT_std,LL-LA_PTT_avg,LL-LA_PTT_std,LL-RA_PTT_avg,LL-RA_PTT_std,Vx-RL_PTT_avg,Vx-RL_PTT_std
0,1_1_028_V1,start1.csv,365.8084313725491,39.5880794839265,358.07241176470586,39.168866988262195,359.8340392156863,39.22985303784621,376.770976744186,26.42240656652799
1,1_1_028_V1,low1.csv,340.7601428571429,26.980014100388146,335.07762,31.074169263161323,336.4839400000001,31.088546632745636,360.16404255319145,16.50732532809453
2,1_1_028_V1,low2.csv,347.31893103448283,34.81813889333035,338.9004137931035,34.57768713921942,340.6514827586208,34.485838099459265,364.43818518518515,26.760181954257448
3,1_1_028_V1,low3.csv,346.5644117647059,29.396968587331717,337.8901764705883,29.61689238123742,339.49867647058824,29.720728196209723,363.7690625,19.02415697694891
4,1_1_028_V1,low4.csv,344.5987391304348,32.19541549488791,341.715125,38.000168120584796,343.0985416666667,37.9465408414469,360.11861904761906,9.931219128520162
5,1_1_028_V1,low5.csv,335.10003571428575,7.661418632538636,325.75292857142864,6.610201077169454,327.07821428571435,6.317782880529382,357.7004642857143,6.365720599329223
6,1_1_028_V1,mid1.csv,329.5517692307692,6.045682491902743,320.61261538461537,7.538904011739694,322.19011538461535,7.573683903577034,352.31338461538456,7.546447361185788
7,1_1_028_V1,mid2.csv,332.89016000000004,9.441236765085389,323.82772,6.5829781741701066,325.23388,6.7233232754048045,355.31208000000004,6.831387641877749
8,1_1_028_V1,mid3.csv,330.173,5.898200333214505,322.7891707317073,6.14645252793575,324.4088536585366,5.8642672366193,354.0391951219512,5.930777583286631
9,1_1_028_V1,mid4.csv,330.95038297872344,8.630069942649905,323.2624680851064,8.304757518463186,324.9247872340426,8.397567299550232,354.76180851063833,8.29061846533779
10,1_1_028_V1,mid5.csv,326.63100000000003,5.254929584797157,318.58876470588234,5.183927508677659,320.08229411764705,5.226943925072068,351.7791111111111,7.098603594204599
11,1_1_028_V1,high1.csv,327.54752272727274,4.496145088692576,320.26763636363637,4.416395769747245,321.8212727272728,4.3246449058834315,351.7395681818182,4.363663189015561
12,1_1_028_V1,high2.csv,328.01297142857146,6.349427224946979,319.9214285714286,5.656738344845098,321.20497142857147,5.5506715139996,351.17140000000006,5.695106772860869
13,1_1_028_V1,high3.csv,327.82409615384614,9.563661370922615,321.25105769230777,6.460634984312125,322.9787692307692,6.4212530727007335,352.6513076923077,6.43702321472153
14,1_1_028_V1,high4.csv,327.76473684210526,5.466876774502052,320.4148947368421,5.338474209327659,321.8026842105263,5.2909947483051605,351.87050000000005,5.423916698776192
15,1_1_028_V1,high5.csv,328.89764583333334,19.9886994162635,322.63141666666667,21.173879465465358,324.0149166666667,21.153475963216753,351.2296382978724,12.582599086150232
16,1_1_028_V1,end1.csv,330.3074705882352,13.895131849388115,323.6821176470588,13.756809078611754,325.09903921568633,13.758122681672539,355.00870588235296,13.726928057431019
